id,video_id,author,comment,published_at,like_count
1523,YaZKHiDAATw,@abysiniamedia1335,አሜን። አሜን።አሜን።,2025-06-15T19:10:39Z,0
1,IqQTvtOiIGQ,@BrightVision-t5p,🤲⛪️👏🏻Praise be to God 👏💒🤲Amen 🤲,2025-06-15T13:51:26Z,1
1290,6BTT39Ik-xc,@BrightVision-t5p,🤲💒👏🏻Praise be to God 👏⛪️🤲Amen 🤲,2025-06-15T13:23:39Z,1
2,IqQTvtOiIGQ,@kidanemisikir855,ድምጽ የለም,2025-06-15T12:15:28Z,1
3,IqQTvtOiIGQ,@abebafitta5377,አሜን🙏🙏🙏,2025-06-15T12:15:06Z,1
4,IqQTvtOiIGQ,@abebafitta5377,🎉🎉🎉❤❤❤,2025-06-15T12:13:54Z,1
1291,7rqWbUUs-Hc,@BrightVision-t5p,❤❤❤,2025-06-14T23:17:12Z,1
1309,_sj6PQncufE,@TheBomboclat,1:44:43 ለሕጽንክሙ,2025-06-10T01:30:47Z,0
1310,_sj6PQncufE,@TheBomboclat,20:33 ማኅሌተ ጽጌ,2025-06-10T01:25:51Z,0
1326,0E_K21H9RoM,@mengistuaddis8582,ቃልን የፈጠረ አምላክ ቃለ-ሕይወትን ያሰማልኝ!,2025-06-06T21:18:43Z,0
1292,5j1iyw1zQMY,@BrightVision-t5p,🤲⛪️👏እግዚአብሔር  አምላክ  ይመስገን👏🏻💒🤲አሜን🤲,2025-06-01T21:45:37Z,1
5,NArIbYkDc5o,@zemmayared1921,አሜን አሜን አሜን 🙏🙏🙏,2025-06-01T16:58:55Z,0
6,NArIbYkDc5o,@BrightVision-t5p,🤲💒👏ክርስቶስ ተንሥዐ እሙታን በዓብይ ኃይል ወስልጣን አሰሮ ለሰይጣን አጋዝኦ ለአዳም ሰላም እምይእዜሰ  ኮነ  ፍሰሐ ወሰላም 👏🏻⛪️🤲አሜን🤲,2025-06-01T15:41:04Z,2
7,NArIbYkDc5o,@BrightVision-t5p,🤲⛪️👏🏻እግዚአብሔር አምላክ ይመስገን👏💒🤲አሜን🤲,2025-06-01T15:25:40Z,2
8,buzacn0gNS4,@BrightVision-t5p,🤲⛪️👏🏻እግዚአብሔር  አምላክ ይመስገን👏💒🤲አሜን🤲,2025-05-30T23:43:33Z,1
9,n2mgvVJIbf0,@BrightVision-t5p,🤲💒👏እግዚአብሔር አምላክ ይመስገን👏🏻⛪️🤲አሜን🤲,2025-05-29T15:43:46Z,1
1557,d4xTFbme_DM,@manchiloguadie2288,"የንታዋ ፣
ቃለ ሕይወት ፣ ወዘማሬ መላእክት ያስምእከ!",2025-05-26T18:54:49Z,0
10,489-7jpwq-U,@BrightVision-t5p,🤲💒👏እግዚአብሔር አምላክ ይመስገን👏🏻⛪️🤲አሜን🤲,2025-05-24T16:02:31Z,1
11,489-7jpwq-U,@YemBelay,Amen,2025-05-24T01:38:39Z,1
12,489-7jpwq-U,@YemBelay,Kalehiwet yisemalen Lezelalemu,2025-05-24T01:22:36Z,2
13,AOZMTS95SrI,@kelemeworkbirhane2881,29:50,2025-05-21T20:31:00Z,0
1568,Uv_250OrTRU,@AddisalemAlene,ቃለሕወትን ያሰማልን❤❤❤,2025-05-21T06:16:28Z,0
14,qSadgBqRILw,@genetm9265,Amen 🙏 Amen,2025-05-20T14:34:26Z,0
15,gmZ-47vC7Uw,@BrightVision-t5p,🤲💒👏እግዚአብሔር  አምላክ  ይመስገን👏🏻⛪️🤲አሜን🤲,2025-05-19T16:04:42Z,1
1293,LWBsGPjtVs0,@BrightVision-t5p,🤲⛪️👏እግዚአብሔር አምላክ ይመስገን👏🏻💒🤲አሜን🤲,2025-05-18T18:31:14Z,2
1569,Uv_250OrTRU,@yaredabarham,ቃለሕወትን ያሰማልን❤❤❤,2025-05-18T17:45:20Z,1
16,DQUQjS7mvqw,@asegeteshome7837,Geta yebarkh...,2025-05-17T15:20:54Z,3
17,kM19Xhq24ok,@zemmayared1921,🙏🙏🙏  አሜን,2025-05-17T00:46:20Z,0
18,EYmNBfyGNGw,@Teddybears123,Amen,2025-05-11T01:26:16Z,0
21,sgxrpH0oh60,@asterfkrteastu,ጐበዞች በርቱ እግዚአብሔር ከናንተ ጋር ይሁን  ተባረኩ የአመት ሰዉ ይበላችሁ እመቤታችን  ከልጇ ታማልዳችሁ,2025-05-10T14:09:37Z,1
22,sgxrpH0oh60,@gebremariambeyene6969,እኔ እዚህ ቦታ ነበረኩ። ብልህስ,2025-05-10T09:40:44Z,0
23,sgxrpH0oh60,@mekonensahle-s7u,በእውነት በሰው ሀገር እንደዚህ አይነት ጉባዔ ማዘጋጀት መታደል ነው እግዚአብሔር ይመስገን ደስ ይላል,2025-05-10T06:38:31Z,1
19,EYmNBfyGNGw,@BizuyehuShawa,"እመቤቴ እናቴ ቤዛዊተ አለም
ልደትሽ ልደታችን ነው
እንኳን ለእናታችን ለቅድስት ድንግል ማርያም የልደት በዓል አደረሳቹ አደረሰን",2025-05-10T03:50:10Z,3
20,EYmNBfyGNGw,@kinfedukem,Amen,2025-05-10T02:24:08Z,2
24,d_DBmzi0zmA,@HermellaYonas-f2t,amen ❤❤❤❤,2025-05-09T19:11:54Z,1
1597,nJCCe4RVkxc,@AyeldAbebe,አሜን ሰማይቱ ይጠብቀን,2025-05-03T05:16:15Z,0
25,TKZp5nMa7iU,@BrightVision-t5p,🤲💒👏🏻እግዚአብሔር አምላክ ይመስገን👏⛪️🤲አሜን🤲,2025-04-29T19:05:47Z,1
26,ardtGzOpltA,@melatsamson2189,Kal hiwot yesmalene…. Ellllll,2025-04-19T23:20:25Z,0
1289,vs3iahZn8jM,@mekdlaweitbayssa2536,❤amen,2025-04-19T20:07:08Z,1
1386,rSj2PXcfR7Y,@yared5791,2:11,2025-04-19T14:01:18Z,0
1383,nAkl87eOj-w,@yared5791,5:20,2025-04-19T12:20:00Z,0
27,ardtGzOpltA,@BrightVision-t5p,❤❤❤,2025-04-19T00:00:11Z,1
1294,-8pOrEv8XL8,@BrightVision-t5p,🤲💒👏🏻እግዚአብሔር አምላክ ይመስገን👏⛪️🤲አሜን🤲,2025-04-17T21:57:48Z,1
1387,rSj2PXcfR7Y,@nahommuche7474,"17:58
19:23",2025-04-17T02:35:45Z,0
1295,57tmv1YSyEs,@MeseretTiruneh-x3r,ቃለ ህይወት ያሠማልን,2025-04-16T19:06:42Z,0
1388,rSj2PXcfR7Y,@nahommuche7474,"16:58
18:11",2025-04-16T10:55:48Z,0
610,OWNBJCqxsi4,@chrissam-r9r,amen,2025-04-15T22:42:41Z,1
1296,D3pJ-jcpAQA,@tgabe1895,Amen,2025-04-15T21:53:31Z,0
28,YNeJk89F49Y,@asegeteshome7837,Temsgen Geta yemsgen.,2025-04-13T18:02:11Z,1
47,_989tOb1ZqE,@MeessiAdraaa,🤲🤲🤲🤲❤❤❤,2025-04-12T18:38:06Z,0
29,8dmPKRm35q0,@SenaitKassa-x7s,❤❤❤❤,2025-04-12T02:29:19Z,1
30,_H3WB6v0ofg,@BrightVision-t5p,❤❤❤,2025-04-05T16:03:24Z,0
1327,0E_K21H9RoM,@yaboiwrrekt,5:38,2025-04-01T00:50:38Z,1
1297,g6GNeLUhQRc,@tgabe1895,Would you please stop giving your maskel to little kids it is not a toy.,2025-03-30T23:16:26Z,0
31,ykRhvHt2BjU,@gizachewtessema9298,አሜን ፆሙን የሰላም የፍቅር ያድርግልን ለብርሃነ ስቅለቱ እና ትንሣኤው በሰላም ያድርሰን!!!,2025-03-29T01:39:32Z,0
32,XJ4GNN7_8sY,@shoaafrassa6366,Amen 🙏🏾 Amen 🙏🏾 Amen 🙏🏾 ❤❤❤❤,2025-03-29T00:45:01Z,0
1398,ihdxXIjsUHc,@GabrielTezera,1:04:25,2025-03-25T11:07:55Z,0
33,t6QRdg0LeKM,@YimegnushalAsfaw,እባካችሁ ለአገገልግሎት መድረክ የሚሰጣቸዉ አገልጋዮች ሥርአትኦኖዲይዙ ብታደርጉ? ዛሬ የሰበካ ካህንቃላት በመደጋገም ቅዱስ ቁርባን አስቁመዉ አቁሙ እየተባሉ እንኳኖን ባለመታዘዞ ዝናን ለመገብየት ያደረጉት ስህተት ነዉ።እባካችሁ ሥርአት ያላቸዉ አገልጋዮች ያገልግሊ።,2025-03-23T14:42:24Z,0
34,G-dAUkkSA8E,@ዘዉዲቱጌጡወለተተክለሃይማ,በእዉነቱ ለአባቶቻችን ቃለ ህይወት ያሰማልን ስለ እዉነት መቆም እዉነትን መናገር የህሊና እረፍ ነዉ አባታችን ርዕሰ ባህታውያን ሊቀ አእላፍ አባ ዮሐንስ ተስፋ ማርያም  ቤተክርስቲያን ብቻ አይደለም የሰሩት እኛ ሰዎች ህግን ያፈረስነ ጨምረዉ ነዉ ከእንደገና የሰሩን በሚሰብኩት ወንጌላቸዉ  ፣ በመዝሙራቸዉ ፣ በአጠቃላይ በአገልግሎታቸዉ ህይማኖታችን አወቅን ከበሽታችን ድነን ሰላምና ፍቅር ርህራየን ተምረን በእዉነት ለህግ እንድንገዛ ያደረጉን አባታችን የበረሃዉ መናኝ አባ ዮሐንስ  ናቸዉ በእዉነት እድሜና ጤና ይስጥልን  እንዲያዉም እሳቸዉን  ከምጠይቁ ይልቅ ከወደ ህዝቡ ስለ አባታችን ብጠይቁ ከእምሮ በላይ የሆነ እዉነት ታገኛላችሁ ።,2025-03-19T06:50:01Z,2
35,G-dAUkkSA8E,@Ase-ji3ez,በእውነት እውነተኛ አባት እንደዚህ ይናገራል ቃልህይዎትን ያሰማልን,2025-03-19T06:15:27Z,2
36,G-dAUkkSA8E,@ShewadinkshWendaferaw,"በእውነት ቃለ ህይወት ያሰማልን አባቶቻችን😢ኧረ እሲ የአባታችን ርእሰ ባህታዊያን ሊቀ አእላፍ ቆሞስ አባዮሐንስ ተስፋ ማርያም ማንነት ተናገሩ አንድ አባት ተው ባይ ጠፍቶ ይሄው እዚህ ደረሱ😢😢ቆይ ምን አደረጉ ግን ለምን ገዳም አቀኑ ለምን ድውይ ፈወሱ የበርሐው መናኝ እኮ ስራቸው ምስክር ነው ካሁን ፊትም አሜሪካ ቤተክርስቲያን ገዝተዋል ግን የተሰሩትን ስራዎች በኢትዮጵያ ምድርም ላይ ያሉት ስራዎች በአይናችን ያይነውን ሲሰራ እየካዱ ነው አባዮሐንስ ሰሩ እንዳይሉ አድሞንሙነው ይተውታል ዋ ደራ ምድር ዋ አንበሳሜ ዋ ኢትዮጵያዬ እነኝህን የበረከት አባት ምናለ አቅፈሽ ብትይዢ ተው ወገን መርገምን አናምጣ😢😢ማን አውጋዥ ማን ተወጋዥ ማን ጠያቂ ማን ተጠያቂ ወይ ግዜው የነሱ ሆነ😢😢ለሆዳቸው ያደሩ የይሁዳ ወድሞች ናቸው በእውነት

አባቶቼ እደጀመራችሁ ስራችሁን ቀጥሉ የአባዮሐንስ ግፍ ይብቃ ጥላቶችን ማናችሁ እናተ ብላችሁ አሳፍሩልን 😢😢አባቴ የበርሐው መናኝ የግፍ የመከራ አባት ናቸው 😢ይች አለም ግን ለጌታም አልሆነች😢",2025-03-19T01:30:40Z,2
37,G-dAUkkSA8E,@አምላኬሆይመጨረሻየንአሳም,እውነት ሲነገር ደስ ይላል ቃለህይወት ያሰማልን  በእውነት አባታችን እርዕሰ ባህታዊ ሊቀ አእላፍ ቆሞስ አባ ዮሐንስ ተስፋ ማርያም በሀገርም ከሀገር ውጭም የማይጠፋ ታሪክ ከመስራታቸው ባሻገር እኛ የጠፋነውን ስደተኞች ከጥፋት መንገድ መልሰውናል እኔ እግዚአብሔር በሚያውቀው ስለሀይማኖቴ ምንም የማውቀው ነገር የለኝም ነበረ አባታችን በሚያስተምሩት ትምህርት ሀይማኖቴን አውቄ ይልቁንም እግዚአብሔር በሰጣቸው ፀጋ ከህመሜ ተፈውሼ ዛሬ ሰው ሁኜ ቁሜአለው እግዚአብሔር ለአባታችን እረጅም እድሜን በእውነት ያድልልን አሜን,2025-03-18T12:43:38Z,2
38,G-dAUkkSA8E,@Tg21217,ቃለ ሕይወት ያሰማልን በተለይ  ስለ  አባ ዮሐንስ  አባታችን የተናገራችሁት ነገር መልካም ነው።  አባ ዮሐንስ  ፍፁም እውነተኛ  የታሪክ አባት ናቸው በአንድ አመት ሶስት ቤተ ክርስቲያን የሰሩ ናቸው ትውልዱን የፈወሱ ከጫት ከሰሲጋራ ከአጋንንት እስራት  እየፈቱ ያሉ የዘመናችን ነቢይ ናቸው  አክብራችሁ ያዟቸው ብዙ የሚያወሩት የዲብሎስ የግብር ልጆች ናቸው አንድም መልካም ስራ የሌላቸው ፓለቲከኞች በሃይማኖት ሸቀጥ የያዙ ሰዎች ናቸው,2025-03-18T12:37:36Z,2
39,G-dAUkkSA8E,@ግፉይብቃን,ደስ ይላል,2025-03-17T18:12:06Z,1
40,NvZuCi2h5L8,@messeretabebe1205,ፈጽሞ የአባታችንን ሳንሰማ..???,2025-03-15T15:29:42Z,0
41,NvZuCi2h5L8,@messeretabebe1205,ድምጽ ይቆራረጣል,2025-03-15T15:04:58Z,1
42,igrJlHxDHX0,@abebafitta5377,❤❤❤🎉🎉🎉,2025-03-13T04:52:35Z,1
43,igrJlHxDHX0,@MeskeremAmare-r3p,❤❤❤❤❤❤❤❤,2025-03-13T03:27:33Z,1
1620,9wSReSrsJP8,@amyagenagnew9930,Kale hewet yasemalin,2025-03-12T20:58:28Z,0
44,igrJlHxDHX0,@asegeteshome7837,Tebbakew melake .,2025-03-12T13:07:59Z,2
45,igrJlHxDHX0,@YesheworkAsmamaw,ዝማሪ መላዕክት ያሰማልን በቤቱ ያፅናልን,2025-03-12T09:36:10Z,2
46,LceQKUXGP_Q,@yod47,Ye betekirsteyan gagata min bezto min yetederege ale kemetelalat beker,2025-03-10T03:58:02Z,0
1453,OZV_K-d2_yw,@BetrearonE,ቃለ ፡ ህይወት ፡ ያሰማልን።,2025-03-03T21:58:31Z,0
1399,ihdxXIjsUHc,@GabrielTezera,34:43 hosanna,2025-03-02T04:27:23Z,0
2396,2eh9PA3uUkg,@LeykunLeul,🥰🥰🥰🥰🥰,2025-02-26T18:22:11Z,0
1698,J3MQA5lNMIE,@YonasKidane-r9b,Qale hiwet yasemal,2025-02-25T06:12:35Z,0
1713,HxItWqCqQ7Q,@KaltisdikYinebeb,እናመሠግናለን,2025-02-22T17:49:54Z,0
48,U_I9S03mq1c,@YetemgetaMekuwanint,ጋሽ ዳኒ  የኔ ምርጥ ወንድም ነብስ ህን  በገነት ያኑረው,2025-02-21T06:26:34Z,0
49,U_I9S03mq1c,@BrightVision-t5p,ነብስ  ይማር,2025-02-20T21:28:46Z,1
50,clUGX5UY9nQ,@sebleworkie3181,1አሜን አሜንአሜን,2025-02-16T12:14:04Z,0
1798,h7wCOzRdURI,@BrightVision-t5p,🤲⛪️👏አሜን  Amen 👏🏻💒🤲,2025-02-14T17:24:23Z,0
1799,h7wCOzRdURI,@BrightVision-t5p,🤲💒👏🏻እግዚአብሔር አምላክ ይመስገን👏⛪️🤲አሜን🤲,2025-02-14T17:23:58Z,0
51,vYttiDCq4gM,@BrightVision-t5p,❤❤❤,2025-02-02T17:25:52Z,1
52,pNOtL6LoWQc,@zemmayared1921,ይህ ረቡዕ ጥር 21 የሚለው ይስተካከል፣ ዓርብ ጥር 23 ነው። አመሰግናለው።,2025-02-02T05:02:01Z,0
53,pNOtL6LoWQc,@BrightVision-t5p,🤲⛪️👏እግዚአብሔር አምላክ ይመስገን👏🏻💒🤲አሜን🤲,2025-02-01T02:14:35Z,1
54,pNOtL6LoWQc,@BrightVision-t5p,❤❤❤,2025-02-01T02:13:50Z,1
58,JsCztjdvBBY,@amelem-n1i,Congratulations 🎉🎉 Mulusew,2025-01-29T04:46:39Z,0
55,KWn2R95eT9A,@bez982,እንክዋን ደስ አላችሁ,2025-01-26T05:19:00Z,0
56,KWn2R95eT9A,@samrawitkassie8851,እንኴን ለዚህ ታላቅ ክብር አበቃችሁ,2025-01-26T02:24:37Z,0
59,JsCztjdvBBY,@mehiretgebru2121,Congratulations,2025-01-25T23:42:35Z,1
57,KWn2R95eT9A,@tarikuaklilu562,እንኳን ደስ ያላችሁ ጋብቻቹሁ የአብርሃምን እና የሳራ ያድርግላቹ,2025-01-25T20:46:41Z,0
60,8tYD_k_dtBk,@YesheworkAsmamaw,❤❤❤❤❤❤❤❤❤,2025-01-25T08:53:13Z,0
61,8tYD_k_dtBk,@BrightVision-t5p,🤲💒👏🏻እግዚአብሔር አምላክ ይመስገን👏⛪️🤲አሜን🤲,2025-01-25T05:54:05Z,1
62,8_dh337HMyE,@alemgezaw-nn6jg,Amen 🙏❤️Amen 🙏❤️Amen 🙏❤️ lelelele 🙏❤,2025-01-20T20:51:17Z,0
63,AswRH0zEC6A,@woinshetbelay4664,El❤❤❤,2025-01-19T07:51:06Z,1
64,ftW-uAj_J9A,@menbilove2757,ቃለ ሕይወት ያሰማልን🙏,2025-01-18T05:27:12Z,1
1342,eE30BIcLok0,@GirumNew5691,31:40,2025-01-17T22:39:03Z,0
1777,DWgjc6djWnY,@nahommuche7474,"3:33
4:07
4:22
4:44
5:07",2025-01-17T03:25:47Z,0
1343,eE30BIcLok0,@GirumNew5691,1:03:00,2025-01-14T18:55:08Z,0
1344,eE30BIcLok0,@GirumNew5691,47:00,2025-01-14T18:53:28Z,0
1345,eE30BIcLok0,@GirumNew5691,9:02,2025-01-14T18:41:11Z,0
1346,eE30BIcLok0,@SamuelzeGonder,1:28,2025-01-13T15:10:35Z,1
1786,2pIRVMttCzk,@AsterayebahruMersha,ቃለ ህይወት ያሰማልን,2025-01-13T13:33:41Z,0
1787,2pIRVMttCzk,@AsterayebahruMersha,የኔታ ፈቂዶን,2025-01-13T13:33:05Z,0
65,XtNv0cB84v4,@abebaasayehen2023,አሜን አሜን አሜን 🙏🏾🙏🏾🙏🏾,2025-01-12T22:57:37Z,0
66,XtNv0cB84v4,@asnakechbeyene8026,አሜን አሜን አሜን  ቃለ ሕይወትን ያሰማልን❤❤❤❤😂😂😂,2025-01-12T17:15:52Z,2
67,XtNv0cB84v4,@BrightVision-t5p,🤲⛪️👏እግዚአብሔር አምላክ ይመስገን👏🏻💒🤲አሜን🤲,2025-01-12T17:03:55Z,1
68,XtNv0cB84v4,@alemgezaw-nn6jg,Amen 🙏❤️Amen 🙏❤️Amen 🙏❤️,2025-01-12T17:01:07Z,1
1825,9C3lnvElC2M,@AlemayehuAdeto,Kale diet yasemalen,2025-01-10T22:22:24Z,0
69,_fisag-z_rg,@YohanesAlemu-f9j,Melkamnew,2025-01-08T03:05:25Z,0
70,_fisag-z_rg,@BrightVision-t5p,❤❤❤,2025-01-07T19:33:49Z,1
1826,9C3lnvElC2M,@FreFkir,ተክሌ ሲራክ ከእርሶ ብዙ እየተማርኩነው ለምሳሌ ትምህርተ ህቡአት አርያም እርሶ የኔታዬ ኖት እግዚአብሔር በእድሜ በፀጋ ይጠብቅልኝ,2025-01-07T08:23:43Z,2
1873,yiS7SpT9pVc,@mehariberhetesfay5452,Aeman Aeman aeman ❤❤❤❤❤❤❤❤❤❤❤,2025-01-06T23:46:16Z,0
1874,yiS7SpT9pVc,@nahommuche7474,"3:09
4:09
4:21",2025-01-06T18:03:12Z,0
1875,yiS7SpT9pVc,@ine-h3,ቃለ ሄወት ያሰማል,2025-01-05T19:27:27Z,0
71,tOam0t4ZmfU,@hanibalghezae3519,Dimix yelem aysemam,2025-01-05T17:45:37Z,0
1941,bcP5Go0j3sE,@mehertabkahsay824,ይበል ቅኔ እመ ኣምላክን,2025-01-02T22:09:32Z,0
1928,vhho2KYdALM,@HailemariamGetu-n7q,ቃለ ሕይወት ያሰማልን አስበ መምህራንን ያድልልን !,2025-01-01T13:40:26Z,0
72,D9_BAb5bUL4,@BrightVision-t5p,🤲💒👏እግዚአብሔር አምላክ ይመስገን👏🏻⛪️🤲አሜን🤲,2024-12-29T18:21:26Z,1
73,allrxxG-i1s,@BrightVision-t5p,🤲⛪️👏🏻እግዚአብሔር አምላክ ይመስገን👏💒🤲አሜን🤲,2024-12-29T18:17:04Z,0
74,vDY3IhxKpYQ,@MuZeZ-fx6kq,Amen 🙏 👏🏼💚💛❤️,2024-12-28T19:02:46Z,0
75,vDY3IhxKpYQ,@asegeteshome7837,Amen Amen Amen.,2024-12-28T17:24:49Z,0
76,vDY3IhxKpYQ,@BrightVision-t5p,🤲💒👏🏻እግዚአብሔር አምላክ ይመስገን👏⛪️🤲አሜን🤲,2024-12-28T15:52:35Z,1
77,jF-XhfAUqrU,@BrightVision-t5p,🤲💒👏🏻እግዚአብሔር አምላክ ይመስገን👏⛪️🤲አሜን🤲,2024-12-21T15:58:45Z,1
1876,yiS7SpT9pVc,@HaregAdugna-o7w,ውድ ወንድማችን ቃለ ሕይወት ያሰማልን በጣም እናመሰግናለን!!,2024-12-21T08:34:00Z,0
78,UX_M4VRIfoE,@BrightVision-t5p,🤲⛪️👏🏻አሜን Amen 👏💒🤲,2024-12-15T19:45:50Z,1
79,UX_M4VRIfoE,@BrightVision-t5p,🤲⛪️👏🏻እግዚአብሔር አምላክ ይመስገን👏💒🤲አሜን🤲,2024-12-15T19:37:19Z,1
447,c6N7LCFekSM,@Amonmideaአሞንሚዲያ,❤❤❤❤🎉🎉🎉,2024-12-15T13:02:49Z,1
2061,D5Z15j0Oiy4,@BrihanehiwotHabtamu,❤❤❤❤❤❤❤,2024-12-12T09:22:35Z,0
80,lI6k3mwR8Pg,@BrightVision-t5p,🤲⛪️👏እግዚአብሔር አምላክ ይመስገን👏🏻💒🤲አሜን🤲,2024-12-08T17:46:38Z,1
81,a1Q0rewtXBo,@tgabe1895,We need to stop this people to speak on the podium. Abatachen Edmay yestlin,2024-12-08T05:46:40Z,1
82,phvK5J7sm-g,@aselefgelaw6961,Amane amane amane,2024-12-07T15:06:05Z,0
1877,yiS7SpT9pVc,@deaconyosefyonas,0:52 ዝማሜ,2024-12-07T06:10:59Z,2
83,phvK5J7sm-g,@gizachewtessema9298,"""ማርያም ሐዘነ ልቦን ታቀልል!!!""
ነፍስ ይማርልን አምላክ::",2024-12-07T01:39:37Z,0
1878,yiS7SpT9pVc,@nahomazgolden8986,💒🙏👏 ዝማሬ መልዕክት ያሰማልን 👏🙏💒,2024-12-06T10:01:42Z,1
1919,Gc6V7xmsnVA,@AtitegebMantye,የአገልግሎት ዘመናቸውን ይባርክልን 🙏🙏🙏,2024-12-04T05:34:02Z,0
2077,iCQtZ6bwKWc,@BrukTina,ከመልኩ ነው የሚወጣው,2024-12-02T18:07:09Z,0
84,onw1ScFO3B0,@rahelmesfin4182,Amen amen amen 🙏🏼,2024-12-01T16:53:41Z,0
85,xbiuabE6vRM,@biralgashworku684,አሜን።,2024-12-01T12:01:20Z,1
86,F4QsIQMoVUM,@BrightVision-t5p,🤲⛪️👏እግዚአብሔር አምላክ ይመስገን👏🏻💒🤲አሜን🤲,2024-11-30T17:03:49Z,1
87,F4QsIQMoVUM,@ABMATM,ምስለ መንፈስከ,2024-11-30T16:35:51Z,1
88,F4QsIQMoVUM,@ABMATM,እግዚኦ ተሰሃለነ,2024-11-30T16:35:23Z,1
89,F4QsIQMoVUM,@ABMATM,አሜን ኪራላይሶን እግዚኦ ተሰሃለነ,2024-11-30T16:30:54Z,1
90,F4QsIQMoVUM,@ABMATM,አሜን ኪራላይሶን እግዚኦ ተሰሃለነ,2024-11-30T16:29:36Z,1
91,F4QsIQMoVUM,@ABMATM,አሜን ኪራላይሶን,2024-11-30T16:28:46Z,1
92,F4QsIQMoVUM,@ABMATM,አሜን,2024-11-30T16:27:40Z,1
93,F4QsIQMoVUM,@ABMATM,አሜን አቤቱ ይቅር በለን,2024-11-30T16:27:23Z,1
94,F4QsIQMoVUM,@ABMATM,እንኳን አደረሳችሁ ወላዲተ አምላክ በሰላም በጤና ትጠብቃችሁ እኛንም ትጠብቀን አሜን🙏🏽🙏🏽🙏🏽,2024-11-30T16:10:09Z,1
95,7Kn2q75UT-Q,@assefashsisay6200,Amen 🙏,2024-11-30T02:50:09Z,0
685,Kqbfn-rSU6c,@kassahunzewdu6997,Elelelelllelelele,2024-11-26T21:06:37Z,0
2088,9niCbIbOxUk,@AbrahamAmanuel-op1sr,❤❤❤❤❤,2024-11-26T08:32:01Z,0
1879,yiS7SpT9pVc,@asfawbono8250,ለመምህራችን ቃሌ ሕይወት ያሴማልን አሜን ዝማሬ መለዕትያሴማልን አሜን,2024-11-25T09:41:24Z,1
96,GEVzqSGbVDk,@BrightVision-t5p,🤲⛪️👏እግዚአብሔር አምላክ ይመስገን👏🏻💒🤲አሜን🤲,2024-11-24T19:31:29Z,1
97,F5-wpZEapdM,@FikreMaryam-u4e,አሜንንንንንንንንንንንንንንን,2024-11-23T17:55:15Z,0
98,SgSIrBpKo7c,@ABMATM,አሜን,2024-11-21T16:06:46Z,0
99,SgSIrBpKo7c,@ABMATM,አሜን,2024-11-21T16:06:13Z,0
100,SgSIrBpKo7c,@ABMATM,አሜን,2024-11-21T16:05:59Z,0
101,SgSIrBpKo7c,@BrightVision-t5p,🤲⛪️👏እግዚአብሔር አምላክ ይመስገን👏🏻💒🤲አሜን🤲,2024-11-21T16:03:44Z,1
102,SgSIrBpKo7c,@ABMATM,እንኳን አደረሳችሁ እንኳን አደረሰን🙏🏽🙏🏽🙏🏽,2024-11-21T16:03:29Z,0
103,73Wvw8Xm5P0,@alemgezaw-nn6jg,አሜን 🙏❤️አሜን 🙏❤️አሜን 🙏❤️,2024-11-17T14:16:59Z,0
104,d_ipsbufUS0,@BrightVision-t5p,🤲⛪️👏እግዚአብሔር አምላክ ይመስገን👏🏻💒🤲አሜን🤲,2024-11-16T03:49:33Z,1
2220,y3izW-hf8vE,@EyobSemachew,አባታችን,2024-11-14T03:33:48Z,0
2146,wV7aGBgxXUc,@EyobSemachew,አባታችን,2024-11-14T03:32:12Z,0
2159,wEXVaRvyTVQ,@እግዚአብሔርለእኔልዩነውየ,❤❤እልልልልልልልልልልልዝማሬመላእክትን ያሠማልን,2024-11-13T22:15:40Z,0
105,EhbW_S7JhmY,@aselefgelaw6961,Eleleeeeee3eeeeeeeeeee,2024-11-10T17:43:14Z,1
1328,0E_K21H9RoM,@Amonmideaአሞንሚዲያ,❤❤❤🎉🎉🎉,2024-11-10T10:30:20Z,2
106,pYEoiRV5KRg,@masaratadano7066,Amen 🙏 🙏 🙏 🙏,2024-11-10T02:29:15Z,0
107,pYEoiRV5KRg,@mamaafrica4275,Amen amen amen,2024-11-09T02:38:12Z,1
2397,2eh9PA3uUkg,@Teclia-p2d,ቃለ ሂወት የስመዓልና,2024-11-08T11:01:47Z,1
2389,r05hPTKu8gs,@ኣደይኣደይyoutube,"ክማሃር ይደሊ ነይረ ብኦላይን ኣሎ ዶ

ክብራት ኣቦታተይ🤲",2024-11-04T21:09:15Z,0
108,mP2OWoEkIvY,@BrightVision-t5p,🤲⛪️👏አሜን Amen 👏🏻💒🤲,2024-10-31T22:15:54Z,1
109,mP2OWoEkIvY,@BrightVision-t5p,🤲💒👏እግዚአብሔር አምላክ ይመስገን👏🏻⛪️🤲አሜን🤲,2024-10-31T14:53:36Z,1
110,cO6PLz8nkmw,@BrightVision-t5p,🤲💒👏እግዚአብሔር አምላክ ይመስገን👏🏻⛪️🤲አሜን🤲,2024-10-29T17:04:00Z,1
111,cO6PLz8nkmw,@seltantesfamariam8248,amen amen  amen❤❤❤❤❤❤❤,2024-10-29T14:52:39Z,2
112,cO6PLz8nkmw,@alemgezaw-nn6jg,አሜን 🙏❤️አሜን 🙏❤️አሜን 🙏❤️,2024-10-29T14:38:27Z,2
